;Тип товара;Полное наименование;МНН;Лекарственная форма;Бренд;Фирма_производитель;Корпорация;Фармакотерапевтическая группа;АТС1;АТС2;АТС3;АТС4;АТС5;Ephmra1;Ephmra2;Ephmra3;Ephmra4;Год;Месяц;Объем1;Объем2;Объем3;Цена;Свыше_1500;размер_500до1500;до_500
1970;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;СИННОВЕКС ЛИОФ Д/ПРИГ-Я РАСТ Д/В/М ВВЕД 6 МЛН.МЕ №4;ИНТЕРФЕРОН БЕТА-1A;ЛИОФИЛИЗАТ ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ВНУТРИМЫШЕЧНОГО ВВЕДЕНИЯ;СИННОВЕКС;CINNAGEN CO;CINNAGEN CO;ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН БЕТА1A (L03AB07);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИНТЕРФЕРОНЫ (L03B);ИНТЕРФЕРОНЫ, БЕТА (L03B2);2021;4;9316100.0;6771.0;8071927.8;1192.1322995126272;недостаток;входит;избыток
1971;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;СИННОВЕКС ЛИОФ Д/ПРИГ-Я РАСТ Д/В/М ВВЕД 6 МЛН.МЕ №4;ИНТЕРФЕРОН БЕТА-1A;ЛИОФИЛИЗАТ ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ВНУТРИМЫШЕЧНОГО ВВЕДЕНИЯ;СИННОВЕКС;CINNAGEN CO;CINNAGEN CO;ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН БЕТА1A (L03AB07);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИНТЕРФЕРОНЫ (L03B);ИНТЕРФЕРОНЫ, БЕТА (L03B2);2019;7;19804689.4;10864.0;17206907.4;1583.8464101620027;входит;избыток;избыток
1972;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;СИННОВЕКС ЛИОФ Д/ПРИГ-Я РАСТ Д/В/М ВВЕД 6 МЛН.МЕ №4;ИНТЕРФЕРОН БЕТА-1A;ЛИОФИЛИЗАТ ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ВНУТРИМЫШЕЧНОГО ВВЕДЕНИЯ;СИННОВЕКС;CINNAGEN CO;CINNAGEN CO;ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН БЕТА1A (L03AB07);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИНТЕРФЕРОНЫ (L03B);ИНТЕРФЕРОНЫ, БЕТА (L03B2);2019;6;13439396.6;16549.0;11949537.0;722.0700344431688;недостаток;входит;избыток
1973;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;СИННОВЕКС ЛИОФ Д/ПРИГ-Я РАСТ Д/В/М ВВЕД 6 МЛН.МЕ №4;ИНТЕРФЕРОН БЕТА-1A;ЛИОФИЛИЗАТ ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ВНУТРИМЫШЕЧНОГО ВВЕДЕНИЯ;СИННОВЕКС;CINNAGEN CO;CINNAGEN CO;ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН БЕТА1A (L03AB07);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИНТЕРФЕРОНЫ (L03B);ИНТЕРФЕРОНЫ, БЕТА (L03B2);2019;3;37193328.0;2172.0;37193328.0;17124.0;избыток;избыток;избыток
1974;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;СИННОВЕКС ЛИОФ Д/ПРИГ-Я РАСТ Д/В/М ВВЕД 6 МЛН.МЕ №4;ИНТЕРФЕРОН БЕТА-1A;ЛИОФИЛИЗАТ ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ВНУТРИМЫШЕЧНОГО ВВЕДЕНИЯ;СИННОВЕКС;CINNAGEN CO;CINNAGEN CO;ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН БЕТА1A (L03AB07);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИНТЕРФЕРОНЫ (L03B);ИНТЕРФЕРОНЫ, БЕТА (L03B2);2021;3;7301955.6;6583.0;6387155.2;970.2499164514659;недостаток;входит;избыток
1981;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;ТЕБЕРИФ РАСТ Д/П/К ВВЕД 44 МКГ/0,5 МЛ 0,5 МЛ №3;ИНТЕРФЕРОН БЕТА-1A;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;ТЕБЕРИФ;БИОКАД АО;БИОКАД АО;ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН БЕТА1A (L03AB07);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);СРЕДСТВА ПРОТИВ РАССЕЯННОГО СКЛЕРОЗА (N07A);;2021;9;8924069.529472595;5253.82421875;8209261.022750775;1562.5305836181817;входит;избыток;избыток
1993;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;ТЕБЕРИФ РАСТ Д/П/К ВВЕД 44 МКГ/0,5 МЛ 0,5 МЛ №3;ИНТЕРФЕРОН БЕТА-1A;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;ТЕБЕРИФ;БИОКАД АО;БИОКАД АО;ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН БЕТА1A (L03AB07);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);СРЕДСТВА ПРОТИВ РАССЕЯННОГО СКЛЕРОЗА (N07A);;2023;8;31839879.0;3534.0;31839879.0;9009.586587436334;избыток;избыток;избыток
1997;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;РЕБИФ РАСТ Д/П/К ВВЕД 44 МКГ 0,5 МЛ №3;ИНТЕРФЕРОН БЕТА-1A;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;РЕБИФ;MERCK SHARP & DOHME;MERCK & CO INC;МИБП - ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН БЕТА1A (L03AB07);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИНТЕРФЕРОНЫ (L03B);ИНТЕРФЕРОНЫ, БЕТА (L03B2);2018;8;15927349.0;1733.0;15915652.0;9183.873052510098;избыток;избыток;избыток
1998;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;РЕБИФ РАСТ Д/П/К ВВЕД 44 МКГ 0,5 МЛ №3;ИНТЕРФЕРОН БЕТА-1A;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;РЕБИФ;MERCK SHARP & DOHME;MERCK & CO INC;МИБП - ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН БЕТА1A (L03AB07);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИНТЕРФЕРОНЫ (L03B);ИНТЕРФЕРОНЫ, БЕТА (L03B2);2019;3;8924069.529472595;5253.82421875;8209261.022750775;1562.5305836181817;входит;избыток;избыток
1999;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;РЕБИФ РАСТ Д/П/К ВВЕД 44 МКГ 0,5 МЛ №3;ИНТЕРФЕРОН БЕТА-1A;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;РЕБИФ;MERCK SHARP & DOHME;MERCK & CO INC;МИБП - ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН БЕТА1A (L03AB07);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИНТЕРФЕРОНЫ (L03B);ИНТЕРФЕРОНЫ, БЕТА (L03B2);2019;5;40412389.0;3782.0;40412389.0;10685.45452141724;избыток;избыток;избыток
2000;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;РЕБИФ РАСТ Д/П/К ВВЕД 44 МКГ 0,5 МЛ №3;ИНТЕРФЕРОН БЕТА-1A;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;РЕБИФ;MERCK SHARP & DOHME;MERCK & CO INC;МИБП - ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН БЕТА1A (L03AB07);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИНТЕРФЕРОНЫ (L03B);ИНТЕРФЕРОНЫ, БЕТА (L03B2);2019;6;25733644.0;2814.0;25729949.0;9143.549751243781;избыток;избыток;избыток
2002;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;РЕБИФ РАСТ Д/П/К ВВЕД 44 МКГ 0,5 МЛ №3;ИНТЕРФЕРОН БЕТА-1A;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;РЕБИФ;MERCK SHARP & DOHME;MERCK & CO INC;МИБП - ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН БЕТА1A (L03AB07);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИНТЕРФЕРОНЫ (L03B);ИНТЕРФЕРОНЫ, БЕТА (L03B2);2020;4;8924069.529472595;5253.82421875;8209261.022750775;1562.5305836181817;входит;избыток;избыток
2004;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;РЕБИФ РАСТ Д/П/К ВВЕД 44 МКГ 0,5 МЛ №3;ИНТЕРФЕРОН БЕТА-1A;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;РЕБИФ;MERCK SHARP & DOHME;MERCK & CO INC;МИБП - ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН БЕТА1A (L03AB07);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИНТЕРФЕРОНЫ (L03B);ИНТЕРФЕРОНЫ, БЕТА (L03B2);2020;8;13866101.0;1867.0;13864355.0;7426.006963042314;избыток;избыток;избыток
2005;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;ТЕБЕРИФ РАСТ Д/П/К ВВЕД 44 МКГ/0,5 МЛ 0,5 МЛ №3;ИНТЕРФЕРОН БЕТА-1A;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;ТЕБЕРИФ;БИОКАД АО;БИОКАД АО;ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН БЕТА1A (L03AB07);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);СРЕДСТВА ПРОТИВ РАССЕЯННОГО СКЛЕРОЗА (N07A);;2019;12;37777689.0;4194.0;37772891.0;9006.41177873152;избыток;избыток;избыток
2006;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;ТЕБЕРИФ РАСТ Д/П/К ВВЕД 44 МКГ/0,5 МЛ 0,5 МЛ №3;ИНТЕРФЕРОН БЕТА-1A;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;ТЕБЕРИФ;БИОКАД АО;БИОКАД АО;ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН БЕТА1A (L03AB07);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);СРЕДСТВА ПРОТИВ РАССЕЯННОГО СКЛЕРОЗА (N07A);;2021;4;8924069.529472595;5253.82421875;8209261.022750775;1562.5305836181817;входит;избыток;избыток
2007;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;ТЕБЕРИФ РАСТ Д/П/К ВВЕД 44 МКГ/0,5 МЛ 0,5 МЛ №3;ИНТЕРФЕРОН БЕТА-1A;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;ТЕБЕРИФ;БИОКАД АО;БИОКАД АО;ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН БЕТА1A (L03AB07);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);СРЕДСТВА ПРОТИВ РАССЕЯННОГО СКЛЕРОЗА (N07A);;2023;10;12559342.0;1394.0;12559342.0;9009.571018651362;избыток;избыток;избыток
2008;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;ТЕБЕРИФ РАСТ Д/П/К ВВЕД 44 МКГ/0,5 МЛ 0,5 МЛ №3;ИНТЕРФЕРОН БЕТА-1A;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;ТЕБЕРИФ;БИОКАД АО;БИОКАД АО;ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН БЕТА1A (L03AB07);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);СРЕДСТВА ПРОТИВ РАССЕЯННОГО СКЛЕРОЗА (N07A);;2019;1;10902487.0;1210.0;10902487.0;9010.319834710745;избыток;избыток;избыток
2009;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;ТЕБЕРИФ РАСТ Д/П/К ВВЕД 44 МКГ/0,5 МЛ 0,5 МЛ №3;ИНТЕРФЕРОН БЕТА-1A;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;ТЕБЕРИФ;БИОКАД АО;БИОКАД АО;ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН БЕТА1A (L03AB07);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);СРЕДСТВА ПРОТИВ РАССЕЯННОГО СКЛЕРОЗА (N07A);;2019;4;13290222.0;1475.0;13290222.0;9010.32;избыток;избыток;избыток
2010;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;ТЕБЕРИФ РАСТ Д/П/К ВВЕД 44 МКГ/0,5 МЛ 0,5 МЛ №3;ИНТЕРФЕРОН БЕТА-1A;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;ТЕБЕРИФ;БИОКАД АО;БИОКАД АО;ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН БЕТА1A (L03AB07);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);СРЕДСТВА ПРОТИВ РАССЕЯННОГО СКЛЕРОЗА (N07A);;2019;7;9197777.8;7905.0;7918934.8;1001.7627830487033;недостаток;входит;избыток
2011;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;ТЕБЕРИФ РАСТ Д/П/К ВВЕД 44 МКГ/0,5 МЛ 0,5 МЛ №3;ИНТЕРФЕРОН БЕТА-1A;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;ТЕБЕРИФ;БИОКАД АО;БИОКАД АО;ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН БЕТА1A (L03AB07);ПРЕПАРАТЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ НЕРВНОЙ СИСТЕМЫ (N);ПРОЧИЕ ПРЕПАРАТЫ ПРИМЕНЯЕМЫ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ ЦНС (N07);СРЕДСТВА ПРОТИВ РАССЕЯННОГО СКЛЕРОЗА (N07A);;2021;2;8924069.529472595;5253.82421875;8209261.022750775;1562.5305836181817;входит;избыток;избыток
2012;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;РЕБИФ РАСТ Д/П/К ВВЕД 44 МКГ 0,5 МЛ №3;ИНТЕРФЕРОН БЕТА-1A;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;РЕБИФ;MERCK SHARP & DOHME;MERCK & CO INC;МИБП - ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН БЕТА1A (L03AB07);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИНТЕРФЕРОНЫ (L03B);ИНТЕРФЕРОНЫ, БЕТА (L03B2);2019;2;16825196.2;16864.0;14814523.4;878.4703154648956;недостаток;входит;избыток
2013;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;РЕБИФ РАСТ Д/П/К ВВЕД 44 МКГ 0,5 МЛ №3;ИНТЕРФЕРОН БЕТА-1A;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;РЕБИФ;MERCK SHARP & DOHME;MERCK & CO INC;МИБП - ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН БЕТА1A (L03AB07);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИНТЕРФЕРОНЫ (L03B);ИНТЕРФЕРОНЫ, БЕТА (L03B2);2018;12;15282435.0;1636.0;15269198.0;9333.250611246944;избыток;избыток;избыток
2014;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;СИННОВЕКС ЛИОФ Д/ПРИГ-Я РАСТ Д/В/М ВВЕД 6 МЛН.МЕ №4;ИНТЕРФЕРОН БЕТА-1A;ЛИОФИЛИЗАТ ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ВНУТРИМЫШЕЧНОГО ВВЕДЕНИЯ;СИННОВЕКС;CINNAGEN CO;CINNAGEN CO;ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН БЕТА1A (L03AB07);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИНТЕРФЕРОНЫ (L03B);ИНТЕРФЕРОНЫ, БЕТА (L03B2);2018;11;19298748.0;1127.0;19298748.0;17124.0;избыток;избыток;избыток
2016;ЛЕКАРСТВЕННЫЕ ПРЕПАРАТЫ;РЕБИФ РАСТ Д/П/К ВВЕД 44 МКГ 0,5 МЛ №3;ИНТЕРФЕРОН БЕТА-1A;РАСТВОР ДЛЯ ПОДКОЖНОГО ВВЕДЕНИЯ;РЕБИФ;MERCK SHARP & DOHME;MERCK & CO INC;МИБП - ЦИТОКИН;ПРОТИВООПУХОЛЕВЫЕ ПРЕПАРАТЫ И ИММУНОМОДУЛЯТОРЫ (L);ИММУНОМОДУЛЯТОРЫ (L03);ИММУНОСТИМУЛЯТОРЫ (L03A);ИНТЕРФЕРОНЫ (L03AB);ИНТЕРФЕРОН БЕТА1A (L03AB07);ПРОТИВООПУХОЛЕВЫЕ И ИММУНОМОДУЛИРУЮЩИЕ СРЕДСТВА (L);ИММУНОСТИМУЛЯТОРЫ (L03);ИНТЕРФЕРОНЫ (L03B);ИНТЕРФЕРОНЫ, БЕТА (L03B2);2018;7;12741167.0;1385.0;12741167.0;9199.398555956679;избыток;избыток;избыток
